City,Longitude,Latitude,20140904,Language20140904,20140905,Language20140905,20140906,Language20140906,20140907,Language20140907,20140908,Language20140908,20140909,Language20140909,20140910,Language20140910,20140911,Language20140911,20140912,Language20140912,20140913,Language20140913,20140914,Language20140914,20140915,Language20140915,20140916,Language20140916,20140917,Language20140917,20140918,Language20140918,20140919,Language20140919,20140920,Language20140920,20140921,Language20140921,20140922,Language20140922,20140923,Language20140923,20140924,Language20140924,20140925,Language20140925,20140926,Language20140926,20140927,Language20140927,20140928,Language20140928,20140929,Language20140929,20140930,Language20140930,20141001,Language20141001,20141002,Language20141002,20141003,Language20141003,20141004,Language20141004,20141005,Language20141005,20141006,Language20141006,20141007,Language20141007,20141008,Language20141008,20141009,Language20141009
Hereford,-2.716,52.0564,3,en,11,en,11,en,13,en,26,en,26,en,26,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,39,en,39,en,48,en,48,en,48,en,48,en,48,en
Herent,4.6769,50.9092,2,en,6,en,8,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,13,en,13,en,42,en,43,en,43,en,43,en,43,en,43,en
Herentals,4.8356,51.1769,13,en,31,en,31,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,36,en,38,en,38,en,38,en,38,en,38,en,38,en
Herford,8.6794,52.1178,22,en,29,en,30,en,30,en,30,en,30,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,31,en,37,en,37,en,37,en,37,en,37,en
Heritage Hills,-73.6973,41.3395,122,en,122,en,122,en,123,en,123,en,123,en,123,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,124,en,125,en,125,en,129,en,129,en,129,en,129,en
Herk-de-Stad,5.1671,50.9392,3,en,3,en,5,en,8,en,8,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en
Herkenbosch,6.0585,51.1564,0,en,10,en,10,en,10,en,10,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en
Herkimer,-74.986,43.0256,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,4,en,4,en,4,en,4,en,4,en,4,en
Herlev,12.4249,55.7303,0,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en
Hermantown,-92.2382,46.8069,18,en,23,en,23,en,23,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,29,en,33,en,33,en,33,en,33,en,33,en
Hermiston,-119.2895,45.8404,4,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en
Hermitage,-80.4487,41.2334,17,en,45,en,47,en,47,en,47,en,49,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,52,en,53,en,54,en,54,en,54,en,54,en,54,en,54,en
Hermon,-68.9134,44.8101,9,en,9,en,9,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en
Hermosa Beach,-118.3995,33.8622,2,en,34,en,38,en,38,en,39,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en,40,en
Hermosillo,-110.9559,29.073,5,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Hernando,-82.3745,28.9,0,en,1,en,6,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Herndon,-77.3861,38.9696,0,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en
Herne,7.2009,51.5369,0,en,0,en,0,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Herne Bay,1.1278,51.3709,0,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Herning,8.9673,56.1386,0,en,2,en,2,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en
Heroica Veracruz,-96.1342,19.1738,8,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en
Heroy,5.4877,62.4365,0,en,6,en,6,en,7,en,7,en,8,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en
Herrenberg,8.8672,48.595,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,1,en,4,en,4,en,4,en,4,en,4,en,5,en
Herriman,-112.033,40.5141,7,en,102,en,102,en,102,en,102,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,103,en,104,en,104,en,104,en,104,en,104,en
Herrin,-89.0276,37.8031,59,en,88,en,88,en,88,en,88,en,88,en,88,en,88,en,88,en,88,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en,89,en
Hersham,-0.4008,51.368,1,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Hershey,-76.6502,40.2859,0,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en
Herstal,5.6329,50.6662,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en
Hertford,-0.0812,51.7958,0,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en
Hertfordshire,0,0,1,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en
Herveld,5.7536,51.9031,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en
Hervey Bay,152.8309,-25.2896,0,en,1,en,2,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,7,en,7,en,7,en,7,en,7,en
Herzberg am Harz,10.338,51.6515,0,en,25,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en
Herzebrock-Clarholz,8.218,51.8844,0,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Herzliya,34.8447,32.1624,0,en,34,en,34,en,41,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en
Herzogenaurach,10.8829,49.5683,0,en,0,en,1,en,2,en,3,en,4,en,5,en,5,en,5,en,5,en,5,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Herzogenbuchsee,7.7009,47.1881,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en
Hesperia,-117.3009,34.4264,1,en,3,en,4,en,5,en,5,en,6,en,6,en,6,en,6,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Heusden-Zolder,5.2904,51.0385,1,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en
Hewitt,-97.1958,31.4624,2,en,2,en,2,en,5,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,13,en,14,en,14,en,14,en,14,en,14,en,15,en,15,en,15,en
Hexham,-2.1121,54.9727,1,en,8,en,10,en,11,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en
Heybridge,0.6897,51.7417,9,en,20,en,21,en,21,en,21,en,21,en,22,en,22,en,22,en,22,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en
Heywood,-2.2257,53.5926,6,en,7,en,7,en,7,en,9,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,14,en,14,en,14,en,14,en,14,en
Hialeah,-80.2781,25.8576,0,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en
Hiawatha,-91.6815,42.0492,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Hibbing,-92.9377,47.4272,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en
Hickam AFB,-157.9553,21.3397,0,en,64,en,64,en,64,en,64,en,67,en,67,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,72,en,72,en,72,en,72,en,72,en,72,en,72,en,72,en,72,en,72,en,72,en,72,en,73,en,73,en,73,en,73,en
Hickory,-81.3445,35.7345,6,en,6,en,8,en,8,en,8,en,8,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en
Hickory Corners,-85.3761,42.4416,0,en,15,en,15,en,15,en,15,en,15,en,16,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,19,en,19,en,19,en,19,en,21,en,21,en,21,en,21,en,21,en
Hickory Hills,-87.8251,41.7256,17,en,18,en,18,en,18,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en
Hicksville,-73.5251,40.7684,9,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en
Hidden Meadows,-117.1125,33.2253,0,en,22,en,22,en,22,en,22,en,22,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en
Higginsville,-93.7172,39.0725,1,en,83,en,93,en,93,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,94,en,96,en,96,en
High Bridge,-74.8957,40.667,2,en,6,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en
High Level,-117.1352,58.5164,29,en,47,en,49,en,49,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,50,en,52,en,52,en,52,en,52,en,76,en,76,en,76,en,76,en,76,en,76,en,76,en,76,en
High Point,-80.0053,35.9557,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en
High Prairie,-116.4877,55.4339,15,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,23,en,23,en,23,en,24,en,24,en,27,en,27,en,27,en,27,en,27,en
High Ridge,-90.5365,38.4589,29,en,29,en,29,en,29,en,29,en,29,en,31,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,34,en,34,en,34,en,34,en,34,en
High River,-113.8707,50.5801,17,en,17,en,19,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en
High Springs,-82.5968,29.8269,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,12,en,12,en,18,en,18,en,18,en,18,en
High Wycombe,-0.7482,51.6286,27,en,31,en,31,en,38,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,39,en,50,en,50,en,50,en,50,en,50,en,50,en
Highland,-117.2087,34.1283,1,en,2,en,2,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en
Highland Heights,-81.4785,41.552,5,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en
Highland Park,-87.8003,42.1817,5,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,9,en,9,en,12,en,12,en,12,en,12,en,12,en
Highland Township,-83.6136,42.6665,1,en,2,en,2,en,2,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,8,en,8,en,8,en,8,en,8,en
Highland Village,-97.0467,33.0918,0,en,0,en,0,en,0,en,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,5,en,5,en,15,en,16,en,16,en,16,en,16,en,16,en
Highlands,-95.056,29.8188,0,en,0,en,0,en,0,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en
Highlands Ranch,-104.9681,39.5444,13,en,27,en,27,en,28,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,35,en
Highmore,-99.4415,44.5214,0,en,0,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en
Highspire,-76.7911,40.2109,3,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en
Hightstown,-74.5232,40.2696,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Hikone,136.2596,35.2745,1,en,13,en,16,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,19,en,19,en,19,en,21,en,22,en,22,en,22,en,22,en,22,en
Hildesheim,9.958,52.1548,6,en,13,en,13,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,23,en,23,en,24,en,24,en,24,en,24,en,25,en,25,en,25,en,25,en,25,en
Hillcrest,30.7628,-29.78,2,en,6,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en
Hillcrest Heights,-76.9594,38.8329,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en
Hillegom,4.5792,52.2956,1,en,1,en,1,en,13,en,13,en,13,en,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,17,en,17,en,17,en,18,en,18,en,18,en
Hillerod,12.3008,55.9279,0,en,1,en,1,en,1,en,2,en,2,en,3,en,3,en,4,en,4,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Hilliard,-83.1582,40.0334,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Hills,-96.3642,43.5286,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,6,en,6,en,6,en,6,en,6,en,6,en
Hillsboro,-122.9898,45.5229,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Hillsborough,-122.3794,37.5741,1,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,7,en,7,en,7,en
Hillsborough County,0,0,2,en,8,en,8,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,18,en,18,en,18,en,18,en,18,en,18,en,19,en,19,en,19,en,20,en,20,en,20,en,20,en,20,en,20,en
Hillsborough Township,-74.6473,40.5106,0,en,1,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Hillsdale,-74.0404,41.0026,69,en,69,en,69,en,69,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,70,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,71,en,72,en,72,en,72,en,72,en
